manifesto_id,sentence,label
63621_202205,Empower parents and kids with the skills and tools they need to keep safe online.,pos
63620_202205,Record funding for defence – restored to above 2 per cent of GDP – and strong border policies to disrupt people smuggling and prevent illegal maritime arrivals.,pos
63621_202205,"The Coalition Government has not hesitated to call out malicious cyber activity that attacks Australians and our partners, including through public attributions of Russia, China, Iran and North Korea, and non-state cyber attackers.",neg
61320_200811,"We have to set high standards for them, and spend time with them, and love them.",pos
64420_202010,"With electronic contact tracing, it is unlikely we would have needed to extend the August lockdown beyond three days.",neu
62320_202109,"We will implement Shannen’s Dream of equitable access to education, backed by federal investments and infrastructure, so no student will be forced to learn in dangerous environments, as we have witnessed in Kashechewan First Nation.",pos
63320_198412,"The second element is our continuing attack on the tax avoidance industry which, throughout the years of the previous Government, became Australia’s fastest-growing industry.",neg
64951_197211,"It is, therefore, the duty of Government to ensure the continuous availability, efficiency and economy from the New Zealand point of view of these services.",pos
63621_202205,"The Brisbane 2032 Olympic and Paralympics Games will be worth around $8.1 billion for Queensland and $17.6 billion for Australia and create about 120,000 jobs, including 90,000 jobs for Queenslanders.",neu
61620_201211,"Investment in these areas, as well as with levees and inland waterways, can renew communities, attract businesses, and create jobs.",pos
61320_202011,Advancing American Interests Global Economy and Trade Democrats will fight for every American job and will make sure American workers have a fair shot in the global economy.,pos
181210_201405,It is a message that continues to speak to the aspirations of oppressed people the world over.,pos
62620_196806,"It will involve a complete rationalization of our present fragmented system of social payments, and a reduction of frustrating paperwork for the aged and the handicapped.",neg
62623_201510,Resolutely defended Canada and our friends overseas against a growing terrorist threat by deploying military forces to participate in the military coalition led by President Obama against ISIS.,pos
64110_201409,"The Bank will specialise solely in sustainable investment, attracting capital to projects that need the specialist financial knowledge to succeed and that are not currently being funded.",neu
64620_201409,"National will work to further grow the number of overseas visitors to New Zealand, particularly high-spending tourists, by capitalising on the investments we have already made.",pos
51620_198306,"We face three challenges: the defence of our country, the employment of our people, and the prosperity of our economy.",pos
63320_200410,It will also deliver significant benefits for Australians under 75 - taking the pressure off public hospitals and reducing the cost of private health insurance.,pos
62320_201910,"The Liberals have neglected the housing crisis in Canada for too long, turning their backs on families who are struggling to stay in the communities where they live and work.",neg
64620_197811,In June 1976 the National Government approved the purchase of ten Andovers from the R.A.F.,neu
53620_198702,"We will attach high priority to providing efficient, competitive and profit-making transport links both across the Irish Sea and directly to Europe.",pos
51320_200106,"We will establish a modern, responsive and fully accountable police service properly representative of the two main traditions in Northern Ireland and enjoying their trust and support.",pos
53951_202002,Sinn Féin would also ensure the new National Maternity Hospital remains entirely within public ownership and has legally guaranteed independence from all non-medical influence in its clinical operations.,neu
62420_197407,We propose an income stabilization plan for fishermen to ensure a reasonable average level of earnings.,neu
64951_197211,for use in our schools and for adult education programmes.,neu
61320_198011,"Chapter V: Foreign Policy  Introduction When the Democratic Party came into office almost four years ago, the most dangerous threat to America's position in the world was the profound disillusionment and mistrust which the American people felt for their own government.",neg
64901_201111,We will encourage active involvement and participation in the Constitutional Review we advanced in the 2008-2011 Parliament.,neu
51902_201912,Families are no longer eligible for child tax credits for their third or subsequent child.,neu
61620_201611,"Their Workplace Innovation and Opportunity Act — modernizing workforce programs, repealing mandates, and advancing employment for persons with disabilities — is now law.",pos
62623_201510,"They'll also reinforce our commitment to standing up for freedom, democracy, human rights, and the rule of law abroad.",pos
53520_202002,"Conscious of the impact of enhanced regulation and levies in recent years, this year the Government has reduced the Credit Institutions Resolution Fund Levy by 44% when compared to 2019.",neu
62110_201910,"According to Privacy Commissioner Daniel Therrien, Canada’s privacy legislation is “sadly falling behind what is the norm in other countries.” A Green government will also curtail the surveillance powers of security agencies and prohibit the surreptitious reach of corporations.",neg
53520_198906,- Average phone charges are 60(7o dearer the EC average - Average postal charges are 25%dearer than the EC average.,neg
64620_201111,"Our phase 1 reforms involved 150 amendments to simplify and streamline the RMA, to reduce costs, uncertainties, and delays.",pos
51320_196410,(iii) Set up a Ministry for Technology to guide and stimulate a major national effort to bring advanced technology and new processes into industry.,pos
181411_201905,"There are areas of world-class excellence in our tertiary system in research, teaching and innovation.",pos
63620_196611,We have in mind that this aid should run not only to workshops that aim to restore the disabled to outside employment but also to those that will provide employment under sheltered conditions to those who have a permanent residual disability.,pos
64320_200207,"Labour’s vision is of an effective social security system that works in harmony with our investments in education, health, housing and job-rich growth, to help build strong families and communities.",pos
61320_198011,The Democratic Party opposes the closing of schools serving American Indians and Alaska Natives without consultation with the tribes involved.,neg
51620_197006,"Traditionally, changes in Parliamentary constituency boundaries are made on the recommendation of the impartial Boundaries Commission.",neu
61620_198811,The recent African drought and resulting famine were not just natural disasters.,neg
62623_201910,The TFWP should provide temporary help where clear and acute labour shortages exist and where Canadian workers are not available.,neu
53320_201602,"We will review, on an ongoing basis, the thresholds for the artists’ tax exemption, with eligibility based on a five year income average.",neu
64620_201409,"- Provided $33 million to assist 2,300 people with the Temporary Accommodation Allowance.",neu
63320_201607,"In 2011, Labor delivered Australia’s first national paid parental leave scheme.",neu
51320_197905,"We are concerned to ensure that Greece, Portugal, and Spain receive an early welcome into the Community.",pos
53620_200705,Use the extra capacity to target communities experiencing significant anti-social behaviour and crime which impacts on people in their daily lives.,neu
61620_200011,"Institutions founded in the Second World War and its aftermath built the basis for America's position today, but those institutions, like the Bretton Woods monetary system and the General Agreement on Tariffs and Trade, were partly sustained by the Cold War.",neu
63320_201607,"With Labor, a couple with a single income of $85,000 and two children in primary school will be around $1,300 better off each year.",pos
64420_202010,"We have a backlog for elective surgery of 350,000 patients, of which one third, 110,000, are considered of mid-level urgency.",neg
53620_202002,"We will return to an inclusive state commemoration mode, building on cross party support that recognises and appreciates the triumph and tragedy of the era that defined our country.",pos
64110_201409,• What needs to be done to get a head start on other countries?,neu
51330_198706,"This would maintain a judge's flexibility, while keeping sentencing broadly consistent.",pos
63320_199003,The program will therefore be a major response to the concerns of talented young Australian researchers now unable to find sufficiently challenging and rewarding jobs in this country.,pos
63620_202205,"Our $2.2 billion University Research Commercialisation Action Plan is aligning our best researchers with our National Manufacturing Priorities, underpinned by a $1.6 billion investment over 10 years in Australia’s Economic Accelerator.",pos
61320_201211,"But when the housing bubble burst, it hurt everyone, including responsible homeowners who played by the rules, but saw their home values decline and their neighbors’ houses sit vacant.",neg
51620_198306,It is also the largest transfer of property from the State to the individual.,neu
64320_198708,INTERNATIONAL AFFAIRS  Labour has established an independent and constructive foreign policy working towards peace and stability in the South Pacific.,pos
53420_200205,Moving to a universal health insurance system would be very complicated and would cause considerable upheaval.,neg
53220_198906,We take every opportunity to bring this programme to the public and every election shows a steady increase in support for these polices.,pos
64110_201709,"Doubling DOC’s budget for conservation will be phased over five years meaning that, by 2023, DOC will receive an additional $192 million in baseline funding per year.",neu
63621_202205,"Create the right environment to grow innovative tech startups by maintaining our venture capital tax incentives, improving the regulatory and tax arrangements for Employee Share Schemes and helping Australia get a bigger slice of the global digital games market by implementing the Digital Games Tax Offset.",pos
63621_201905,"This will help inform manufacturers of the security features that consumers will expect from their IoT devices, particularly as 5G technology is rolled out.",neu
63620_201905,Preventing and Reducing Violence against Women Preventing and reducing violence against women has been a priority for the Morrison Government.,pos
62320_202109,"That’s what happens when governments choose to focus on false tax cuts and harmful service cuts: People wind up paying more out of their own pockets for the services that their families need, or they can’t rely on the services at all.",neg
63810_201905,This concentrated growth has led to rising urban congestion and reduced liveability.,neg
53620_199706,"But in fact, a recent OECD analysis showed that Ireland is in the top quarter for only two out of 13 measures.",neg
63320_202205,Medicare Urgent Care Clinics will be based in existing GP clinics and Community Health Centres and provide bulk billed services delivered by doctors and nurses – in every state and territory.,neu
51110_202407,easier and cheaper for local renewable projects to become suppliers to their local communities.,pos
63620_201905,And that small businesses that have already obtained secured finance but wish to continue to grow also find it difficult.,neg
51320_200106,"We pledge a sports entitlement for all children, giving them access to at least two hours a week of sport in or after school.",neu
61320_200011,We should make a college education as universal as high school is today.,pos
61320_197211,"Jobs, Prices and Taxes ""I went to school here and I had some training for truck driver school and I go to different places and put in applications for truck driving but they say, 'We can't hire you without the experience.'",neg
51421_202407,"Increase investment in green infrastructure, including renewable energy and zero-carbon transport, industry and housing, as set out in chapters 4, 5, 14 and 16, and give a clearer zero-carbon remit to the UK Infrastructure Bank.",pos
62320_200601,"Regrettably, the budget that followed failed to reflect the willingness of Canadians to meet our long-promised overseas development assistance, putting Canada even further behind the target of 0.7% of GDP than we were at the time of the disaster.",neg
62420_199706,Portfolio  Environmental Stewardship  Environmental stewardship involves more than protecting nature for its own sake.,neu
64620_197511,"Recognising the role local bodies have in providing welfare facilities and programmes, a National Government would investigate the possibility of giving grants in aid to approved schemes.",neu
63620_198303,Our policies emphasize compassion and fairness with an overriding concern for the dignity of the individual.,pos
51421_201706,To that end we will do everything we can to protect Erasmus+ and other EU-funded schemes which increase opportunities for young people.,pos
63110_201905,"Women also face greater barriers to healthcare, with abortion, for example, remaining a criminal offence in NSW.",neg
64420_200207,"As a result, we have seen the predicted growth of waiting lists for subsidised state housing.",neg
